experiment_id,variant_id,question,track,source,case,case_label,solver_status,termination_condition,case_outcome,best_incumbent,best_bound,gap,elapsed_seconds,lp_relaxation_objective,timeline_mode,reconf_hours,delay_windows,fixed_total_mwh,mobile_total_mwh,c_reconf_yuan_per_mwh,C_total,C_grid,C_unserved,C_reconf,C_storage,C_total_with_storage,total_unmet_load,total_grid_purchase,total_charging_energy,total_discharging_energy,total_reconfiguration_volume,average_active_mobile_capacity_utilisation,SC_1,HT,R_delay,V_reconf_norm,B_reuse,L_friction,V_mob_net,note,delay_windows_scan,delay_hours
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,14.14000000001397,2584.1787740315203,representative_12x24,24,0,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,0,0
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,15.983999999938533,2264.3077646661045,representative_12x24,24,0,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,0,0
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2356.3897800110985,2356.1558517558237,0.0,249.9529999999795,2356.389780011251,representative_12x24,24,0,0.0,12.0,0.5,2356.3897800110985,2338.389780011116,0.0,-1.747494107541886e-11,18.0,2356.3897800110985,0.0,2131.594033983861,250.65962142675644,230.7803083375247,4.5270601473143e-10,0.3965128866052947,0.0448703170863272,0.09090909090909091,0.0,3.4295910206666697e-12,,,,,0,0
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2307.877286546477,2306.850035896113,0.00044510626988382,485.094000000041,2307.877286555223,representative_12x24,24,0,9.0,6.0,0.5,2307.877286546477,2289.877286547586,0.0,-1.1090606870314687e-09,18.0,2307.877286546477,0.0,2133.9314533063716,286.32546068298836,264.10872826639684,4.485248200625236e-09,0.4339279267813864,0.04474847757859771,0.09090909090909091,0.0,6.795830606904966e-11,,,,Stopped before optimality proof; incumbent retained with gap=0.044511%.,0,0
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.78200000000652,2584.1787740315203,representative_12x24,24,1,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,1,24
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,14.233999999938533,2264.3077646661045,representative_12x24,24,1,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,1,24
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2357.177986118237,2356.9452317254136,0.0,425.25,2357.177986118237,representative_12x24,24,1,0.0,12.0,0.5,2357.177986118237,2339.177986118237,0.0,0.0,18.0,2357.177986118237,0.0,2131.4698944218812,249.38639514992667,229.6312216228088,8.335018857766324e-14,0.3719157133846576,0.04505430806794711,0.18181818181818182,12.666666659444443,6.314408225532712e-16,,,,,1,24
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2308.3451937519835,2307.313376907724,0.0004469941701320777,486.405999999959,2308.345193751984,representative_12x24,24,1,9.0,6.0,0.5,2308.3451937519835,2290.3451937519835,0.0,-4.7052639562394916e-14,18.0,2308.3451937519835,0.0,2133.85887170368,285.58103393760535,263.436883128689,3.0863621407477813e-13,0.4187468683323849,0.04481228082053433,0.18181818181818182,14.9999999895,4.6763062737894215e-15,,,,Stopped before optimality proof; incumbent retained with gap=0.044699%.,1,24
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.46799999999348,2584.1787740315203,representative_12x24,24,2,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,2,48
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,14.359000000054948,2264.3077646661045,representative_12x24,24,2,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,2,48
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2358.2702056492244,2358.035744101749,0.0,241.579000000027,2358.270205650053,representative_12x24,24,2,0.0,12.0,0.5,2358.2702056492244,2340.27020564922,0.0,4.4401999048501884e-12,18.0,2358.2702056492244,0.0,2131.252404291221,247.1557271518581,227.618043754552,2.326312503742045e-09,0.36790921077777755,0.045308084190708545,0.18181818181818182,23.333333321888887,1.762357957366986e-11,,,,,2,48
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,optimal,optimal,2309.023048076316,2308.796716382142,0.0,343.625,2309.0230480763685,representative_12x24,24,2,9.0,6.0,0.5,2309.023048076316,2291.0230480763325,0.0,-1.6156349394692523e-11,18.0,2309.023048076316,0.0,2133.7419133944745,284.38146153660705,262.35426903705263,1.0057427832499348e-10,0.42537440541409294,0.044992537274142624,0.18181818181818182,31.333333309888886,1.523852701870752e-12,,,,,2,48
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.718999999924563,2584.1787740315203,representative_12x24,24,3,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,3,72
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,14.187000000034459,2264.3077646661045,representative_12x24,24,3,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,3,72
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2359.842046474739,2359.6129655445084,0.0,178.71900000004098,2359.842046474768,representative_12x24,24,3,0.0,12.0,0.5,2359.842046474739,2341.842046474725,0.0,1.407618106109017e-11,18.0,2359.842046474739,0.0,2130.907254008644,243.61572424578532,224.42319113192414,8.320062007993933e-11,0.36150702708490334,0.044834725790252807,0.2727272727272727,37.999999978333335,6.303077278735532e-13,,,,,3,72
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,optimal,optimal,2309.967389259629,2309.7382352439863,0.0,243.06299999996554,2309.9673892604014,representative_12x24,24,3,9.0,6.0,0.5,2309.967389259629,2291.967389259629,0.0,1.5165175035232726e-13,18.0,2309.967389259629,0.0,2133.5455463878934,282.36744096430255,260.5366154704798,8.605110084759866e-12,0.411662182567014,0.04469928172036802,0.2727272727272727,47.999999964,1.3038045582771946e-13,,,,,3,72
