experiment_id,variant_id,question,track,source,case,case_label,solver_status,termination_condition,case_outcome,best_incumbent,best_bound,gap,elapsed_seconds,lp_relaxation_objective,timeline_mode,reconf_hours,delay_windows,fixed_total_mwh,mobile_total_mwh,c_reconf_yuan_per_mwh,C_total,C_grid,C_unserved,C_reconf,C_storage,C_total_with_storage,total_unmet_load,total_grid_purchase,total_charging_energy,total_discharging_energy,total_reconfiguration_volume,average_active_mobile_capacity_utilisation,SC_1,HT,R_delay,V_reconf_norm,B_reuse,L_friction,V_mob_net,note,delay_windows_map,reconf_hours_map
E6,d0_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,861.2137210642269,861.1283133483432,0.0,12.062999999965541,861.2137210642356,synthetic_hourly,12,0,0.0,2.4,0.5,861.213721064227,343.2140486853166,508.98814714297055,5.411525235939805,3.5999999999999996,861.213721064227,42.415678928580874,324.3953839733042,5.514258973302574,6.083571071418646,10.82305047187961,0.5899424422930899,0.24106167917834645,1.0,0.0,0.901920872581474,,,,,0,12
E6,d0_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,846.2569689824853,846.2502610095403,0.0,1.1559999999590218,846.2569689824853,synthetic_hourly,12,0,1.8,1.2,0.5,846.2569689824854,343.78644715511587,496.0338428538588,2.836678973510741,3.5999999999999996,846.2569689824854,41.336153571154895,325.436108463847,6.554983463847025,7.163096428845101,5.673357947021482,0.6097003861930721,0.2393139791246019,1.0,0.0,0.9455596576793204,,,,,0,12
E6,d0_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,1836.09760625,1836.0976062499983,0.0,1.375,1836.09760625,synthetic_hourly,24,0,0.0,0.0,0.0,1836.09760625,680.24860625,1155.849,0.0,0.0,1836.09760625,96.32075,637.7005,0.0,0.0,0.0,0.0,0.23789913908318705,1.0,0.0,0.0,,,,,0,24
E6,d0_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,1675.8615575657896,1675.8615575657893,0.0,1.7030000000959262,1675.8615575657896,synthetic_hourly,24,0,3.6,0.0,0.0,1675.8615575657893,686.1225575657894,986.139,0.0,3.6,1675.8615575657893,82.17824999999999,652.1006842105263,16.673684210526318,16.416,0.0,0.0,0.23938120587153744,1.0,0.0,0.0,,,,,0,24
E6,d0_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,1714.8859220394736,1714.8859220394736,0.0,2.422000000020489,1714.8859220394736,synthetic_hourly,24,0,0.0,2.4,0.5,1714.8859220394736,686.3622904605263,1024.521,0.40263157894736756,3.5999999999999996,1714.8859220394736,85.37675,648.8162894736842,11.115789473684211,10.944,0.8052631578947359,0.3920302410746454,0.23884130560176786,1.0,0.0,0.06710526315230256,,,,,0,24
E6,d0_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,1685.11038125,1685.1103812499998,0.0,3.2969999999040738,1685.11038125,synthetic_hourly,24,0,1.8,1.2,0.5,1685.1103812499998,687.7449865131579,992.895,0.8703947368421049,3.5999999999999996,1685.1103812499998,82.74125,651.4947368421052,13.894736842105264,13.680000000000001,1.74078947368421,0.4297480656973046,0.23988410711064503,1.0,0.0,0.2901315788990131,,,,,0,24
E6,d0_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,3672.1952125,3672.195212499993,0.0,2.859000000054948,3672.1952125,synthetic_hourly,48,0,0.0,0.0,0.0,3672.1952125,1360.4972125,2311.698,0.0,0.0,3672.1952125,192.6415,1275.401,0.0,0.0,0.0,0.0,0.23789913908421584,1.0,0.0,0.0,,,,,0,48
E6,d0_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,3348.956799342105,3348.956799342105,0.0,3.125,3348.956799342105,synthetic_hourly,48,0,3.6,0.0,0.0,3348.956799342105,1373.0787993421052,1972.278,0.0,3.6,3348.956799342105,164.35649999999998,1305.7171578947368,34.863157894736844,32.832,0.0,0.0,0.23928855189780102,1.0,0.0,0.0,,,,,0,48
E6,d0_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,3426.3250019736843,3426.3250019736843,0.0,6.078000000095926,3426.3250019736843,synthetic_hourly,48,0,0.0,2.4,0.5,3426.325001973684,1373.2803703947368,2049.042,0.40263157894736723,3.5999999999999996,3426.325001973684,170.7535,1298.6431052631578,23.242105263157896,21.888,0.805263157894736,0.4121294021451761,0.23901252843280835,1.0,0.0,0.06710526315230256,,,,,0,48
E6,d0_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,3366.445104605263,3366.445104605263,0.0,6.530999999959022,3366.445104605263,synthetic_hourly,48,0,1.8,1.2,0.5,3366.4451046052627,1376.184709868421,1985.79,0.8703947368421049,3.5999999999999996,3366.4451046052627,165.4825,1304.2526315789473,29.05263157894737,27.360000000000003,1.74078947368421,0.44068930464053774,0.239336242469246,1.0,0.0,0.2901315788990131,,,,,0,48
E6,d1_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,245.41161250000002,245.41161250000007,0.0,0.21799999999348074,245.41161250000002,synthetic_hourly,3,1,0.0,0.0,0.0,245.41161250000002,81.4436125,163.96800000000002,0.0,0.0,245.41161250000002,13.664,79.724375,0.0,0.0,0.0,0.0,0.23348023228092363,0.6,0.0,0.0,,,,,1,3
E6,d1_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,222.5652342105263,222.5652342105263,0.0,0.25,222.5652342105263,synthetic_hourly,3,1,3.6,0.0,0.0,222.5652342105263,81.51423421052631,137.451,0.0,3.6,222.5652342105263,11.45425,80.71391447368421,1.515789473684211,2.736,0.0,0.0,0.23651347144489054,1.0,0.0,0.0,,,,,1,3
E6,d1_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,225.70371320415273,225.69051875970828,0.0,0.4220000000204891,225.70371320415273,synthetic_hourly,3,1,0.0,2.4,0.5,225.7037132041527,82.0481769736842,138.80542814229287,1.2501080881756408,3.5999999999999996,225.7037132041527,11.56711901185774,80.78527631578947,1.0609013157894736,2.096880988142261,2.500216176351281,0.6975476221690282,0.23739957346641857,0.4,1.4166666658194444,0.20835134801191083,,,,,1,3
E6,d1_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,221.13664628903913,221.12622732609577,0.0,0.43799999996554106,221.13664628903913,synthetic_hourly,3,1,1.8,1.2,0.5,221.13664628903913,82.18712434210526,134.69784019974674,0.6516817471871268,3.5999999999999996,221.13664628903913,11.224820016645563,81.03790789473685,1.3135328947368423,2.4391799833544434,1.3033634943742536,0.7053482238555178,0.23653274133876714,0.6,1.1666666661944445,0.21722724902617105,,,,,1,3
E6,d1_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,378.17283125,378.17283124999955,0.0,0.375,378.17283125,synthetic_hourly,6,1,0.0,0.0,0.0,378.17283124999994,151.94883124999998,226.224,0.0,0.0,378.17283124999994,18.852,156.44537499999998,0.0,0.0,0.0,0.0,0.22707846558371864,1.0,0.0,0.0,,,,,1,6
E6,d1_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,338.9661088815789,338.9661088815789,0.0,0.40600000007543713,338.9661088815789,synthetic_hourly,6,1,3.6,0.0,0.0,338.966108881579,151.65210888157895,183.714,0.0,3.6,338.966108881579,15.309499999999998,159.06324342105262,4.547368421052632,5.472000000000001,0.0,0.0,0.23053079575501825,1.0,0.0,0.0,,,,,1,6
E6,d1_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,339.4390122905826,339.4052725641694,0.0,9.375,339.4390122905839,synthetic_hourly,6,1,0.0,2.4,0.5,339.43901229058264,153.91420747658444,179.6911985747093,2.2336062392889042,3.5999999999999996,339.43901229058264,14.974266547892439,159.7315062488725,3.2861312488725076,3.877733452107445,4.467212478577848,0.5990050094751446,0.2321694785428213,0.4,3.8333333300277777,0.3722677065171317,,,,,1,6
E6,d1_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,337.99716469348493,337.96408986856346,0.0,5.655999999959022,337.99716469348493,synthetic_hourly,6,1,1.8,1.2,0.5,337.99716469348493,152.880588363042,180.31873266466872,1.1978436657742237,3.5999999999999996,337.99716469348493,15.02656105538906,159.51443338734916,3.9345583873492878,4.690938944611048,2.39568733156091,0.6284662658420281,0.2310399621675566,0.4,3.6666666634999996,0.39928122186027143,,,,,1,6
E6,d1_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,922.17220625,922.1722062500007,0.0,0.6870000000344589,922.17220625,synthetic_hourly,12,1,0.0,0.0,0.0,922.17220625,340.18120625,581.991,0.0,0.0,922.17220625,48.499249999999996,318.881125,0.0,0.0,0.0,0.0,0.23579730306695507,1.0,0.0,0.0,,,,,1,12
E6,d1_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,838.5078523026316,838.5078523026314,0.0,0.734000000054948,838.5078523026316,synthetic_hourly,12,1,3.6,0.0,0.0,838.5078523026316,343.37885230263157,491.529,0.0,3.6,838.5078523026316,40.96075,325.79057236842107,7.578947368421053,8.208,0.0,0.0,0.23491399859654097,1.0,0.0,0.0,,,,,1,12
E6,d1_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,860.8604612656271,860.7784764486476,0.0,20.79700000002049,860.8618256115426,synthetic_hourly,12,1,0.0,2.4,0.5,860.8604612656271,343.1383957958607,510.4790754848229,3.642989984943542,3.5999999999999996,860.8604612656271,42.53992295706857,324.2578332652012,5.376708265201247,5.959327042931427,7.285979969887084,0.5270844303279765,0.2393736258027004,1.0,6.8571428510204075,0.6071649974399932,,,,,1,12
E6,d1_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,846.0179136826167,845.9341745988287,0.0,1.7190000000409782,846.0179136826167,synthetic_hourly,12,1,1.8,1.2,0.5,846.0179136826167,343.7533358661622,496.6799487099532,1.9846291065013535,3.5999999999999996,846.0179136826167,41.38999572582943,325.3759061202949,6.494781120294945,7.109254274170569,3.969258213002707,0.5728337077199368,0.2382296312051236,1.0,5.523809519464852,0.661543035390194,,,,,1,12
E6,d1_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,1836.09760625,1836.0976062499983,0.0,1.422000000020489,1836.09760625,synthetic_hourly,24,1,0.0,0.0,0.0,1836.09760625,680.24860625,1155.849,0.0,0.0,1836.09760625,96.32075,637.7005,0.0,0.0,0.0,0.0,0.23789913908318705,1.0,0.0,0.0,,,,,1,24
E6,d1_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,1675.8615575657896,1675.8615575657893,0.0,1.484000000054948,1675.8615575657896,synthetic_hourly,24,1,3.6,0.0,0.0,1675.8615575657893,686.1225575657894,986.139,0.0,3.6,1675.8615575657893,82.17824999999999,652.1006842105263,16.673684210526318,16.416,0.0,0.0,0.23938120587153744,1.0,0.0,0.0,,,,,1,24
E6,d1_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,1716.9011165131576,1716.9011165131576,0.0,2.25,1716.9011165131576,synthetic_hourly,24,1,0.0,2.4,0.5,1716.9011165131576,686.0402454605263,1027.1861999999999,0.07467105263157889,3.5999999999999996,1716.9011165131576,85.59884999999997,648.5941894736842,11.115789473684202,10.944,0.1493421052631584,0.404668509379921,0.23899373511809222,1.0,2.999999999625,0.012445175437559434,,,,,1,24
E6,d1_L24,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,1689.0521866447368,1689.0521866447368,0.0,2.672000000020489,1689.0521866447368,synthetic_hourly,24,1,1.8,1.2,0.5,1689.0521866447366,687.1672340131579,997.6764,0.6085526315789477,3.5999999999999996,1689.0521866447366,83.13969999999999,651.0962868421052,13.894736842105265,13.680000000000001,1.2171052631578954,0.438834414592977,0.2396167900533381,1.0,3.071428571034439,0.20285087715917408,,,,,1,24
E6,d1_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,3672.1952125,3672.195212499993,0.0,2.75,3672.1952125,synthetic_hourly,48,1,0.0,0.0,0.0,3672.1952125,1360.4972125,2311.698,0.0,0.0,3672.1952125,192.6415,1275.401,0.0,0.0,0.0,0.0,0.23789913908421584,1.0,0.0,0.0,,,,,1,48
E6,d1_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,3348.956799342105,3348.956799342105,0.0,3.5469999999040738,3348.956799342105,synthetic_hourly,48,1,3.6,0.0,0.0,3348.956799342105,1373.0787993421052,1972.278,0.0,3.6,3348.956799342105,164.35649999999998,1305.7171578947368,34.863157894736844,32.832,0.0,0.0,0.23928855189780102,1.0,0.0,0.0,,,,,1,48
E6,d1_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,3430.6833514473683,3430.6833514473683,0.0,5.85999999998603,3430.6833514473683,synthetic_hourly,48,1,0.0,2.4,0.5,3430.6833514473683,1372.6362803947368,2054.3724,0.07467105263157847,3.5999999999999996,3430.6833514473683,171.1977,1298.198905263158,23.242105263157896,21.888,0.14934210526315778,0.3986236903015675,0.23881499990281932,1.0,2.9999999998125,0.012445175437559384,,,,,1,48
E6,d1_L48,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,3374.5905574999997,3374.5905574999997,0.0,6.968999999924563,3374.5905574999997,synthetic_hourly,48,1,1.8,1.2,0.5,3374.5905574999997,1375.029204868421,1995.3528,0.6085526315789477,3.5999999999999996,3374.5905574999997,166.27939999999998,1303.4557315789473,29.05263157894737,27.360000000000003,1.2171052631578956,0.42237267376217935,0.23933044501839246,1.0,2.9999999998125,0.2028508771591741,,,,,1,48
E6,d2_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,245.41161250000002,245.41161250000007,0.0,0.25,245.41161250000002,synthetic_hourly,3,2,0.0,0.0,0.0,245.41161250000002,81.4436125,163.96800000000002,0.0,0.0,245.41161250000002,13.664,79.724375,0.0,0.0,0.0,0.0,0.23348023228092363,0.6,0.0,0.0,,,,,2,3
E6,d2_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,222.5652342105263,222.5652342105263,0.0,0.26500000001396984,222.5652342105263,synthetic_hourly,3,2,3.6,0.0,0.0,222.5652342105263,81.51423421052631,137.451,0.0,3.6,222.5652342105263,11.45425,80.71391447368421,1.515789473684211,2.736,0.0,0.0,0.23651347144489054,1.0,0.0,0.0,,,,,2,3
E6,d2_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,225.7037132041527,225.6911973076772,0.0,0.39000000001396984,225.7037132041527,synthetic_hourly,3,2,0.0,2.4,0.5,225.7037132041527,82.0481769736842,138.80542814229287,1.2501080881756408,3.5999999999999996,225.7037132041527,11.56711901185774,80.78527631578947,1.060901315789474,2.0968809881422605,2.5002161763512816,0.6520040708166133,0.229403377458305,0.6,2.833333331638889,0.20835134801191085,,,,,2,3
E6,d2_L3,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,221.13664628903905,221.12622732609574,0.0,0.4839999999385327,221.13664628903905,synthetic_hourly,3,2,1.8,1.2,0.5,221.13664628903908,82.18712434210526,134.69784019974668,0.6516817471871273,3.5999999999999996,221.13664628903908,11.224820016645555,81.03790789473685,1.3135328947368428,2.4391799833544447,1.3033634943742547,0.6317769037679353,0.2332857576600512,1.0,3.333333330888889,0.21722724902617124,,,,,2,3
E6,d2_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,378.17283125,378.17283124999955,0.0,0.40600000007543713,378.17283125,synthetic_hourly,6,2,0.0,0.0,0.0,378.17283124999994,151.94883124999998,226.224,0.0,0.0,378.17283124999994,18.852,156.44537499999998,0.0,0.0,0.0,0.0,0.22707846558371864,1.0,0.0,0.0,,,,,2,6
E6,d2_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,338.9661088815789,338.9661088815789,0.0,0.4369999999180436,338.9661088815789,synthetic_hourly,6,2,3.6,0.0,0.0,338.966108881579,151.65210888157895,183.714,0.0,3.6,338.966108881579,15.309499999999998,159.06324342105262,4.547368421052632,5.472000000000001,0.0,0.0,0.23053079575501825,1.0,0.0,0.0,,,,,2,6
E6,d2_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,338.8463749242318,338.8125155162803,0.0,3.672000000020489,338.85411242008314,synthetic_hourly,6,2,0.0,2.4,0.5,338.84637492423184,153.8970656674867,179.91604763351614,1.4332616232289679,3.5999999999999996,338.84637492423184,14.993003969459679,159.71074456292556,3.2653695629255495,3.85899603054032,2.866523246457949,0.5814149681154109,0.23321942232681822,0.6,5.3333333291111105,0.23887693718492267,,,,,2,6
E6,d2_L6,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,hybrid,Case C: Hybrid,ok,optimal,optimal,337.608003749553,337.59334185436023,0.0,2.7660000000614673,337.6080037495532,synthetic_hourly,6,2,1.8,1.2,0.5,337.608003749553,152.87440742512018,180.4404409517243,0.693155372708508,3.5999999999999996,337.608003749553,15.036703412643691,159.50319531840032,3.923320318400324,4.680796587356308,1.3863107454170023,0.6456389606291506,0.2325290945976289,0.6,6.333333328499999,0.2310517908643251,,,,,2,6
E6,d2_L12,"Under a shared storage budget, for a mobile resource with delay d and reconfiguration interval L, which intervention wins?",synthetic,synthetic_delay_interval_map,no_storage,Case 0: No Storage,ok,optimal,optimal,922.17220625,922.1722062500007,0.0,0.7809999999590218,922.17220625,synthetic_hourly,12,2,0.0,0.0,0.0,922.17220625,340.18120625,581.991,0.0,0.0,922.17220625,48.499249999999996,318.881125,0.0,0.0,0.0,0.0,0.23579730306695507,1.0,0.0,0.0,,,,,2,12
